	BMDM_veh_rep1	BMDM_veh_rep2	BMDM_DMHCA_rep1	BMDM_DMHCA_rep2	BMDM_DMHCA_rep3	BMDM_GW_rep1	BMDM_GW_rep2	BMDM_GW_rep3
Gprasp2	0	0	0	0	0	0	0	0
Ppargc1a	1	0	0	0	0	0	0	0
Gm12108	0	0	0	0	0	0	0	0
Pomc	5	10	0	0	0	0	0	0
Cabs1	0	0	0	0	0	0	0	0
Pygm	16	25	0	0	0	0	0	0
Zfp408	624	778	0	63	0	144	1	0
Armc12	0	0	0	0	0	0	0	0
2310069G16Rik	0	0	0	0	0	0	0	0
Lncpint	9	8	0	0	0	0	0	0
Nrap	21	20	0	0	0	0	0	0
Med12	4215	4902	0	68	37	1391	16	0
Derl1	3968	4830	1	111	0	908	0	29
Acvr2a	598	608	0	36	0	399	0	0
Ubiad1	428	597	0	2	0	143	87	0
Gm19434	0	0	0	0	0	0	0	0
4930426D05Rik	0	0	0	0	0	0	0	0
Mipep	336	444	0	22	0	75	0	0
Manea	1632	1776	0	24	0	403	0	0
Trim46	73	138	0	1	0	0	0	0
Kcnj15	0	0	0	0	0	0	0	0
Stap1	2415	2101	0	0	0	348	0	6
Dnajc14	3796	4846	161	4	26	704	24	0
Atf7ip2	16	37	0	0	0	0	0	0
Mup16	0	0	0	0	0	0	0	0
Klrc3	0	0	0	0	0	0	0	0
Gm6578	6	3	0	0	0	0	0	0
Nphp4	42	65	0	0	0	23	0	0
Olfr1318	0	0	0	0	0	0	0	0
Olfr1419	0	0	0	0	0	0	0	0
Cdsn	0	0	0	0	0	0	0	0
Mob2	1093	1487	94	81	36	594	0	0
C230029F24Rik	0	0	0	0	0	0	0	0
Olfr923	0	0	0	0	0	0	0	0
Fbxo42	2421	3117	203	54	64	1242	0	25
Klk11	0	0	0	0	0	0	0	0
Fance	533	931	0	25	0	398	44	0
Gm7271	0	0	0	0	0	0	0	0
Zfp458	68	70	0	0	0	22	0	0
Flt3l	120	237	0	0	0	0	0	0
Mpi	516	561	0	2	0	137	0	0
Aars2	344	411	0	0	0	234	0	0
Sstr5	0	0	0	0	0	0	0	0
Rhou	26	19	0	0	0	0	0	1
Olfr1444	6	8	0	0	0	0	0	0
Gm12409	2	0	0	0	0	0	0	0
Exoc7	1599	2231	0	0	22	442	105	0
Rpl9	596	1050	71	0	0	287	31	0
Hist1h2ba	0	2	0	0	0	0	0	0
Hyou1	4689	5549	244	147	15	1272	4	0
Paqr6	0	0	0	0	0	0	0	0
9630028H03Rik	0	0	0	0	0	0	0	0
Cyp3a25	0	0	0	0	0	0	0	0
Tmem199	690	801	0	0	23	64	17	0
Pglyrp4	0	0	0	0	0	0	0	0
Synpo2l	2	8	0	0	0	0	0	0
Hoxb7	0	0	0	0	0	0	0	0
2010005H15Rik	0	0	0	0	0	0	0	0
Cldn10	1	0	0	0	0	0	0	0
Skint4	0	0	0	0	0	0	0	0
Npvf	1	2	0	0	0	0	0	0
Flot2	2825	3978	95	125	95	817	1	13
Mcf2l	101	96	0	0	0	76	0	0
Gpr50	0	0	0	0	0	0	0	0
Sema4f	0	0	0	0	0	0	0	0
Hells	443	537	0	0	0	46	0	0
A830018L16Rik	0	0	0	0	0	0	0	0
Eef1akmt2	219	233	0	0	0	192	0	0
1810011H11Rik	2524	3099	186	78	0	689	0	0
Vgll4	2109	2762	0	24	0	344	89	22
Npy5r	0	0	0	0	0	0	0	0
Cyp17a1	0	0	0	0	0	0	0	0
1700047M11Rik	0	0	0	0	0	0	0	0
Abl1	4642	6493	245	157	0	1027	0	24
Gm4251	0	0	0	0	0	0	0	0
Hras	657	1019	111	0	0	86	2	0
Drc7	0	0	0	0	0	0	0	0
Ap4e1	1158	1388	104	43	0	75	0	0
Upp2	5	17	0	0	0	0	0	0
Ano3	0	0	0	0	0	0	0	0
Mdm4	2974	3249	180	98	27	454	63	0
Jkamp	827	1000	0	0	0	140	0	13
Ctsll3	0	0	0	0	0	0	0	0
AV051173	21	13	0	0	0	0	0	0
Apoa4	0	0	0	0	0	0	0	1
C130060C02Rik	6	2	0	0	0	0	0	0
Olfr1151	0	0	0	0	0	0	0	0
Gm36173	0	0	0	0	0	0	0	0
Olfr1321	0	0	0	0	0	0	0	0
Ficd	309	389	0	69	0	60	0	0
Mboat4	0	3	0	0	0	0	0	0
Anln	3225	4415	0	0	26	580	1	0
Olfr205	0	0	0	0	0	0	0	0
Brk1	4642	5817	194	167	7	1598	69	26
Btbd35f21	0	0	0	0	0	0	0	0
Gm10549	0	0	0	0	0	0	0	0
Ecm2	2	1	0	0	0	0	0	0
Anks1	1780	2366	2	1	0	416	54	0
Csn2	0	0	0	0	0	0	0	0
Serpinb9b	7	32	0	0	0	30	0	0
Sycp1	0	0	0	0	0	0	0	0
Ccdc83	0	0	0	0	0	0	0	0
Ppp1r37	1344	1683	0	26	0	416	1	0
Olfr559	0	0	0	0	0	0	0	0
Vapb	4645	6059	313	89	121	1425	104	52
Hpca	0	0	0	0	0	0	0	0
Gnb2	9795	14356	442	394	223	3748	244	48
Defb2	0	0	0	0	0	0	0	0
Myl1	0	0	0	0	0	0	0	0
Olfr231	0	0	0	0	0	0	0	0
Mfsd13a	1220	1601	40	0	0	563	61	28
Arhgap36	0	0	0	0	0	0	0	0
Prss43	2	0	0	0	0	0	0	0
Ercc2	980	1440	0	25	0	42	47	0
Kif3c	1603	1867	1	69	50	506	45	10
Serpina3g	6	4	0	0	0	0	0	0
BC016548	0	0	0	0	0	0	0	0
Eci3	10	8	0	0	0	0	0	0
Adgrl3	0	0	0	7	0	0	0	0
A430089I19Rik	0	0	0	0	0	0	0	0
Atp6v0a4	0	0	0	0	0	0	0	0
Rtl5	1091	1296	0	17	0	310	0	0
Cdk9	3184	3814	49	157	2	805	0	0
Dgkz	10788	14229	649	185	171	4280	211	22
Akap12	28	32	0	0	0	0	1	0
Laptm4b	233	292	1	0	0	115	113	0
Plscr1	566	763	0	0	0	92	19	0
Iqcf6	0	0	0	0	0	0	0	0
St7l	777	827	0	38	0	87	0	0
Nudt16l1	1388	1885	0	20	0	167	106	1
Mtpn	19172	20969	452	365	157	4515	198	40
Apoh	0	0	0	0	0	0	0	0
Zfp354b	2	0	0	0	0	0	0	0
Ceacam2	8	6	0	0	0	0	0	0
Ccdc173	23	13	0	0	0	0	0	0
Eda	6	4	0	0	0	0	0	0
Gabra4	0	0	0	0	0	0	0	0
Maip1	363	486	0	0	0	1	0	2
Lipf	0	0	0	0	0	0	0	0
Igsf21	0	0	0	0	0	0	0	0
8430408G22Rik	14	8	0	0	0	0	0	0
Kdm7a	4427	4382	0	10	75	904	28	15
Hnrnpdl	2296	2804	143	133	0	340	2	1
Nr2c2ap	876	1085	79	0	0	72	0	0
Trank1	0	0	0	0	0	0	0	0
Runx1t1	0	0	0	0	0	0	0	0
Arfgef3	947	1306	0	53	1	263	0	0
Zfp809	533	451	0	0	0	152	0	36
Grb2	10466	12901	143	225	66	3432	104	51
Gm572	0	2	0	0	0	0	0	0
Gm20809	0	0	0	0	0	0	0	0
Akain1	0	0	0	0	0	0	0	0
Cpb1	0	0	0	0	0	0	0	0
Kbtbd11	8	8	0	0	0	0	0	0
Cfd	0	0	0	0	0	0	0	0
Pus3	202	288	0	0	0	36	0	0
Eef1g	2546	3185	22	88	0	562	39	1
Depdc5	1329	1533	0	12	0	482	0	61
Snx18	2531	2787	10	40	41	859	0	0
Eme1	625	820	0	0	0	127	37	1
Dtna	6	2	0	0	0	0	0	0
Vat1	21991	30760	1461	651	300	10402	515	136
Slc3a1	74	80	0	20	0	0	0	0
Agxt	0	0	0	0	0	0	0	0
Rgs10	5161	6630	215	30	30	1410	0	24
Zfp189	328	302	0	1	0	106	0	0
Nr4a2	60	57	0	0	0	0	0	0
Htr5a	0	0	0	0	0	0	0	0
Aebp2	2452	2883	0	47	1	627	0	5
Ubr7	1422	1715	0	74	58	224	105	0
Orc3	1731	1797	0	42	0	315	3	13
Gm45914	7	35	0	0	0	0	0	0
Sec24d	2423	2890	85	26	1	487	78	0
Hspa9	5859	6585	85	131	1	930	131	16
Fam76a	2076	2527	0	0	0	586	0	40
Gm29684	0	0	0	0	0	0	0	0
Abi3bp	2	0	0	0	0	0	0	0
Ica1l	4	4	0	0	0	0	0	0
Eya3	3144	3797	156	26	49	605	34	18
Gabrq	0	2	0	0	0	0	0	0
Cfap20	720	849	0	27	0	127	0	0
Dnajb9	1466	1523	0	1	0	338	0	20
Ccl8	0	2	0	0	0	0	0	0
Dppa1	0	0	0	0	0	0	0	0
Acnat2	0	0	0	0	0	0	0	0
Nfic	4883	6898	206	134	33	1883	157	46
Bcl2a1c	0	0	0	0	0	0	0	0
Wbp4	1308	1469	0	5	0	150	2	0
B130034C11Rik	9	21	0	0	0	2	0	0
Zfhx4	6	4	0	0	0	57	0	0
Limch1	0	3	0	0	0	0	0	0
M5C1000I18Rik	0	0	0	0	0	0	0	0
Slc35a1	444	592	0	30	0	39	0	0
C030018K13Rik	0	0	0	0	0	0	0	0
Adam19	87	130	0	0	0	51	0	0
Cited4	0	4	0	0	0	0	0	0
Olfr622	0	0	0	0	0	0	0	0
Agxt2	0	0	0	0	0	0	0	0
Iffo2	1212	1566	0	22	0	615	67	0
Egf	6	12	0	0	0	0	0	0
Cln3	4055	5471	114	138	0	1758	82	10
Psme4	4766	5186	220	100	91	896	0	24
Bnip2	6393	7167	242	113	0	1059	162	0
4930529N20Rik	0	0	0	0	0	0	0	0
Gm8300	0	0	0	0	0	0	0	0
Syt10	0	0	0	0	0	0	0	0
4922502H24Rik	0	0	0	0	0	0	0	0
Efemp1	2	0	0	0	0	0	0	0
Grxcr1	0	0	0	0	0	0	0	0
Pcyt1a	10510	11951	504	229	121	3545	0	77
B4galnt4	0	0	0	0	0	0	0	0
Krtcap3	51	71	0	0	0	0	0	0
Oas1h	18	23	0	0	0	0	0	0
Abhd18	103	118	0	0	0	0	0	0
Fam81a	0	0	0	0	0	0	0	0
Gckr	0	0	0	0	0	0	0	0
Stxbp5	8632	9425	325	145	0	2165	13	31
Gm15401	1	0	0	0	0	0	0	0
Dab1	0	0	0	0	8	0	0	0
Klra21	0	0	0	0	0	0	0	0
Gm19345	21	34	0	0	0	0	0	0
Agmo	196	180	0	0	0	0	0	0
Cryga	0	0	0	0	0	0	0	0
Zfp800	1265	1154	0	0	0	226	0	0
9230110C19Rik	2	0	0	0	0	0	0	0
Ccdc85c	7	2	0	0	0	0	0	0
Shisa2	0	7	0	0	1	0	0	0
Efhd1	2	5	0	0	0	0	0	0
Alox8	4	5	0	0	0	0	0	0
Gm10636	0	0	0	0	0	1	0	0
B2m	92752	99495	2870	1732	693	17056	379	427
Suclg1	1808	2069	279	38	0	295	28	11
Gpm6a	0	0	0	0	0	0	0	0
Prss27	2	2	0	0	0	0	0	0
Ndn	0	0	0	0	0	0	0	0
Trim10	2	0	0	0	0	0	0	0
Vmn2r29	14	18	0	0	0	0	0	0
Vsig1	0	0	0	0	0	0	0	0
Lce1j	0	0	0	0	0	0	0	0
Tpsab1	0	0	0	0	0	0	0	0
Arhgap22	3316	4229	0	151	29	1056	182	0
Arfip1	2059	2285	0	38	59	479	4	0
Fkbp6	0	0	0	0	0	0	0	0
Sbno1	6356	7403	98	175	52	1328	136	13
Cox8a	2872	4333	36	55	84	799	0	11
Cep350	5809	6683	0	8	92	1462	128	2
Gpr83	0	0	0	0	0	0	0	0
Nat9	318	408	0	38	26	34	0	0
Speer4b	0	0	0	0	0	0	0	0
Sall4	0	0	0	0	0	0	0	0
A2m	0	0	0	0	0	0	0	0
Zfp354a	2	2	0	0	0	0	0	0
Gm5862	0	0	0	0	0	0	0	0
Asrgl1	338	567	0	21	0	69	0	0
Ephx2	0	2	0	0	0	0	0	0
Cs	8833	10812	481	193	46	1966	147	57
Wipf2	2328	2706	0	49	35	863	77	31
Mpp4	132	114	0	0	0	0	0	0
Scn7a	0	0	0	0	0	0	0	0
Fam46d	0	0	0	0	0	38	0	0
Olfr1320	0	0	0	0	0	0	0	0
Gzf1	1619	1842	56	0	0	170	0	18
Usp29	0	0	0	0	0	0	0	0
Atp6v1c2	3	2	0	0	0	0	0	0
Tex33	0	0	0	0	0	0	0	0
Stx16	2605	3335	0	72	58	669	0	0
Gm5893	2	0	0	0	0	0	0	0
Cd300c2	5657	7183	296	253	34	1302	112	14
AU041133	56	76	0	0	0	38	0	0
Syt4	0	0	0	0	0	0	0	0
Trpc4ap	6450	7289	109	111	108	1709	53	15
Rragd	1672	1944	16	62	97	522	0	2
Olfr97	0	0	0	0	0	0	0	0
Lrrc30	0	0	0	0	0	0	0	0
Hspb6	350	356	0	56	0	38	0	0
Gm12354	0	0	0	0	0	0	0	0
4930471M09Rik	0	0	0	0	0	0	0	0
Zfp119a	181	189	0	0	0	0	0	0
Mapk15	2	0	0	0	0	0	0	0
Rgs6	0	0	0	0	0	0	0	0
9330182O14Rik	0	0	0	0	0	0	0	0
Chst4	0	0	0	0	0	0	0	0
Lypd6b	0	0	0	0	0	0	0	0
Nova1	0	0	0	0	0	0	0	0
Asgr1	0	0	0	0	0	0	0	0
Miat	0	0	0	0	0	0	0	0
AI646519	0	0	0	0	0	0	0	0
Bmp15	0	0	0	0	0	0	0	0
Olfr419	0	0	0	0	0	0	0	0
Lat	10	28	0	0	0	0	0	0
Ces1c	0	0	0	0	0	0	0	0
Stxbp1	2189	2421	0	17	0	527	77	0
Eogt	737	1059	0	18	0	327	0	0
Fxyd4	0	8	0	0	0	0	0	0
Fam198a	0	0	0	0	0	0	0	0
Fam102a	1469	2029	0	56	0	259	0	0
Sugp2	960	1182	2	0	0	67	0	0
Bricd5	259	404	0	0	0	172	0	0
Ptpn23	4279	5117	254	153	129	1363	0	85
Vps51	1674	2358	76	76	0	411	78	0
Igsf11	62	68	0	0	0	0	0	0
Olfr1513	0	0	0	0	0	0	0	0
Pla2g10	0	0	0	0	0	0	0	0
Clps	0	0	0	0	0	0	0	0
Rnf150	4355	5879	0	173	57	1663	158	66
Ephb2	15	18	0	6	0	0	0	0
Hrg	0	0	0	0	0	0	0	0
Adam9	8678	10167	393	191	113	2508	47	51
Lingo4	0	0	0	0	0	0	0	0
Podxl2	0	4	0	0	0	0	0	0
Tmem239	8	8	0	0	0	0	0	0
Tomm20	1588	2065	36	0	0	412	110	0
Olfr1155	0	0	0	0	0	0	0	0
1700029H14Rik	0	2	0	0	0	0	0	0
Kif16b	2047	2336	1	0	15	609	117	0
Tmco1	1928	2186	57	2	1	468	0	0
Gm13306	0	0	0	0	0	0	0	0
Skap1	2	2	0	0	0	0	0	0
Wdr6	1866	2665	219	0	42	605	114	24
4930430J02Rik	0	1	0	0	0	0	0	0
Scgb2b17	0	0	0	0	0	0	0	0
Tbata	0	0	0	0	0	0	0	0
Lmo4	1420	1814	1	46	0	426	1	0
Ankrd26	493	474	0	38	0	172	0	0
Arl6ip4	699	1165	0	14	0	142	131	0
Pbx4	94	150	0	0	0	0	0	0
Proser1	1673	1957	0	18	0	744	0	0
Tpm1	1792	2147	73	30	1	641	0	1
Zfp583	77	101	0	0	0	82	0	0
Sphkap	0	0	0	0	0	0	0	0
Oscp1	74	102	0	0	0	14	0	0
Dph7	228	306	0	0	0	161	0	0
Trp53i11	10	14	0	0	0	0	0	0
Yjefn3	6	6	0	0	0	0	0	0
Tgm7	0	0	0	0	0	0	0	0
Rsc1a1	2856	3726	128	23	0	829	79	0
Dcbld2	377	454	0	44	0	0	0	0
Rer1	2653	3338	0	68	0	499	140	14
Atp6v1b1	0	1	0	0	0	0	0	0
Adtrp	0	0	0	0	0	0	0	0
Cplx2	0	0	0	0	0	0	0	0
Vsig10	52	106	0	0	30	0	0	0
Gm36201	0	0	0	0	0	0	0	0
Gm15908	0	0	0	0	0	0	0	0
Exosc9	1443	1545	0	89	1	350	0	0
Gm21677	0	0	0	0	0	0	0	0
Mypn	0	2	0	0	0	0	0	0
Olfr658	2	0	0	0	0	0	0	0
B3gat1	0	0	0	0	0	0	0	0
Rraga	2104	2711	1	22	16	476	0	2
Ddx42	2607	2963	195	66	0	270	2	51
Stx5a	2144	2835	188	0	45	726	106	0
Arhgap27os3	8	10	0	0	0	8	0	0
Prss57	12	45	0	0	0	0	0	0
Gm3417	17	13	0	0	0	0	0	0
Golga7	2203	2590	0	75	0	719	76	0
Cd99l2	1543	1823	70	51	0	379	0	0
Morf4l1b	212	285	1	0	20	19	104	0
Ktn1	1025	1165	0	35	0	185	62	0
Dzank1	22	29	0	0	0	0	0	0
Six4	2	0	0	0	0	0	0	0
Olfr654	0	0	0	0	0	0	0	0
Pabpc1	44793	51524	1188	690	156	13623	700	165
Kcnma1	0	2	0	0	0	0	0	0
Mdga1	50	79	0	0	0	0	0	0
Olfr847	0	0	0	0	0	0	0	0
Fgb	6	19	3	1	1	0	0	1
C630031E19Rik	0	0	0	0	0	0	0	0
Acsf3	269	346	0	0	0	141	0	0
Krtap13	0	0	0	0	0	0	0	0
Ltc4s	256	303	0	0	2	90	22	0
Gm30551	0	0	0	0	0	0	0	0
Vmn1r101	0	0	0	0	0	0	0	0
Gm3448	17	13	0	0	0	0	0	0
Tiprl	858	1121	13	0	0	387	0	0
Cypt2	0	0	0	0	0	0	0	0
Olfr403	0	0	0	0	0	0	0	0
Nudt17	12	9	0	0	0	0	0	0
Celsr1	0	5	0	0	0	0	0	0
Fam35a	219	300	0	0	0	70	0	0
4930452A19Rik	0	0	0	0	0	0	0	0
1700129C05Rik	0	0	0	0	0	0	0	0
Tnpo3	3307	3468	77	3	1	787	143	0
Olfr720	0	0	0	0	0	0	0	0
Lrig1	59	106	21	1	0	0	42	0
Actl7b	0	0	0	0	0	0	0	0
Olfr1195	0	0	0	0	0	0	0	0
Isoc1	1747	2203	0	79	0	385	42	15
Umod	0	0	0	0	0	0	0	0
Anapc4	1569	1608	3	26	37	175	0	0
Rgs9bp	2	10	0	0	0	0	0	0
Gm5538	0	0	0	0	0	0	0	0
Pex12	375	429	0	0	34	1	0	0
Atp10b	0	0	0	0	0	0	0	0
Lrrtm4	0	0	0	0	0	0	0	0
Sprr1a	13	50	4	7	4	1	3	6
Gm6602	0	0	0	0	0	0	0	0
Lcn11	0	0	0	0	0	0	0	0
Habp2	2	0	0	0	0	0	0	0
Gpbar1	0	0	0	0	0	0	0	0
Smarca1	0	0	0	0	0	0	0	0
Spint2	18	32	0	2	0	0	0	0
Cdh16	0	0	0	0	0	0	0	0
Drg1	2022	2658	1	17	0	346	30	0
C1d	1264	1630	25	0	44	177	0	30
Scaper	727	816	0	0	0	123	0	0
Srfbp1	409	454	0	0	0	54	0	1
1700029B22Rik	0	0	0	0	0	0	0	0
Tulp1	0	0	0	0	0	0	0	0
Gm14525	0	0	0	0	0	0	0	0
Cacna1b	67	66	0	0	0	12	0	0
Map3k7	3102	3388	280	72	0	581	38	8
Riok1	562	683	0	0	0	131	0	0
Gm45929	46	83	0	0	0	0	0	0
Brat1	1001	1171	86	44	19	481	72	0
Dclk2	9	13	0	0	0	0	20	0
Tarsl2	357	446	0	0	0	27	0	0
Mrpl32	547	663	0	27	0	52	0	0
Ogfr	3109	3926	0	134	0	1208	0	0
Fstl1	136	111	0	0	0	0	0	0
1110038F14Rik	452	603	0	36	60	461	0	0
Tmem81	321	345	0	0	0	16	0	0
Depdc1a	179	191	0	15	0	150	1	0
Ttll1	401	494	57	0	0	296	0	10
Pcdh15	0	0	0	0	0	0	0	0
Soat1	20198	23443	523	430	136	4012	225	43
Zfp820	29	33	0	0	0	0	0	0
Olfr453	0	0	0	0	0	0	0	0
Olfr527	0	0	0	0	0	0	0	0
BC051537	8	5	0	0	0	0	0	0
Bcar1	22	9	0	1	1	0	0	0
Stac	0	2	0	0	0	0	0	0
Tox3	2	0	0	0	0	0	0	0
Upk1a	0	5	0	0	0	0	0	0
Zfp352	0	0	0	0	0	0	0	0
Ehbp1	335	406	0	34	0	38	0	0
Gm10548	17	12	0	0	0	0	0	0
Syngr4	5	5	0	0	0	0	0	0
Amdhd1	0	0	0	0	0	0	0	0
Cers2	9331	11830	749	261	1	2659	242	30
Ckm	1	4	0	0	0	0	0	0
Pax5	0	0	0	0	0	0	0	5
Atp5h	1130	1407	0	1	0	118	0	0
Foxi1	0	0	0	0	0	0	0	0
Rab27b	0	0	0	0	0	0	0	0
B830017H08Rik	0	0	0	0	0	0	0	0
Gcsh	759	1049	0	44	0	130	0	0
Ppp1r2-ps7	0	0	0	0	0	0	0	0
Pdia4	3293	3775	107	96	0	738	3	1
Ccdc158	2	7	0	0	0	0	0	0
Ctbp1	5464	7664	220	341	90	2244	62	65
4931429P17Rik	0	0	0	0	0	0	0	0
Apcs	0	2	0	0	0	0	0	0
D4Ertd617e	27	26	0	0	0	0	0	0
Snx16	523	474	0	0	0	83	0	0
Zic5	0	0	0	0	0	0	0	0
Gabra2	0	0	0	0	0	0	0	0
2900079G21Rik	0	0	0	0	0	0	0	0
Tmem97	498	826	0	0	0	130	0	0
Oprl1	12	4	0	0	0	0	0	0
Islr2	0	2	0	0	0	73	0	0
Slc9c1	0	0	0	0	0	0	0	0
Dkk4	0	0	0	0	0	0	0	0
Copb1	5587	6122	0	129	42	1235	2	15
Tenm4	12	0	0	0	0	10	0	0
Pcdhb9	0	0	0	0	0	0	0	0
Csn3	0	0	0	0	0	0	0	0
Gm36633	0	0	0	0	0	0	0	0
Ccr6	0	0	0	0	0	0	0	0
F420014N23Rik	256	323	0	0	0	43	0	0
Spns3	11	19	0	0	0	0	0	0
Ssbp1	303	413	0	0	0	0	22	0
Ccdc65	0	1	0	0	0	0	0	0
Ribc2	0	0	0	0	0	0	0	0
Cstf3	752	860	107	24	0	38	0	0
Pole	945	1454	0	21	0	38	0	0
Zmat5	387	541	68	19	0	16	0	0
Psmg2	356	461	0	0	0	18	0	0
Zc3h12b	19	28	0	0	0	0	0	0
Siah1b	120	127	0	0	0	82	0	18
Olfr282	0	0	0	0	0	0	0	0
Serinc4	814	1063	146	65	0	247	35	0
Ccdc34	361	618	0	16	0	69	0	0
Chit1	0	0	0	0	0	0	0	0
Gm11568	0	0	0	0	0	0	0	0
Arpp21	0	0	0	0	0	0	0	0
Abcb11	2	2	0	0	0	0	0	0
Tex26	0	0	0	0	0	0	0	0
4930448F12Rik	0	0	0	0	0	0	0	0
Gm16404	0	0	0	0	0	0	0	0
Ppp4r3b	4591	4790	186	107	1	971	64	46
Ccdc15	157	140	0	0	0	0	0	0
Pgp	609	883	0	40	28	65	0	0
Etl4	523	544	0	6	0	104	0	0
Npr2	4	0	0	0	0	0	0	0
Dnajc3	4818	5056	373	54	64	873	0	15
Rgl2	4844	6495	67	306	112	2359	62	32
Brsk1	106	120	0	0	0	0	0	0
Erfe	4	19	0	0	0	0	0	0
Wfdc12	0	0	0	0	0	0	0	0
Snw1	3239	3595	73	46	50	413	0	0
Ankrd2	0	0	0	0	0	0	0	0
Lpar1	52	70	0	0	0	0	0	0
Pde1a	2	0	0	0	0	0	0	0
Pcmtd1	2189	2357	60	72	67	427	2	0
Gmpr2	1551	1946	135	28	32	423	0	1
Glb1	5210	6037	209	89	27	1346	1	1
Abcc9	2	4	0	0	0	0	0	0
Gcnt4	4	8	0	0	0	0	0	0
4930440C22Rik	0	0	0	0	0	0	0	0
Fam32a	2185	2938	1	54	57	540	1	1
Specc1	6441	7304	46	115	0	1142	176	0
Olfr1432	0	0	0	0	0	0	0	0
1700065J18Rik	0	0	0	0	0	0	0	0
Sf3b5	974	1517	30	3	0	305	0	1
Dhh	2	0	0	0	0	0	0	0
Chmp3	3639	4236	0	71	46	1165	55	0
Htr2c	0	0	0	0	0	0	0	0
Ralyl	0	0	0	0	0	0	0	0
2900009J06Rik	0	2	0	0	0	0	0	0
Vpreb1	3	4	0	0	0	0	0	0
Ano5	0	0	0	0	0	0	0	0
Slc9a5	211	478	29	15	52	141	0	0
Nup85	895	1328	0	29	0	196	0	0
A330009N23Rik	2	4	0	0	0	0	0	0
Atp1b3	11417	12615	400	408	78	2026	204	64
Fem1a	1747	2399	40	0	1	582	171	0
Cdhr3	0	1	0	0	0	0	0	0
Sobp	0	0	0	0	0	10	0	0
Apol7e	0	0	0	0	0	0	0	0
Jpt1	3768	5250	228	54	40	930	0	0
Fabp12	0	0	0	0	0	0	0	0
Entpd6	323	389	0	0	1	50	0	0
Asb9	0	0	0	0	0	0	0	0
Ap1g1	6866	7502	208	126	26	1702	1	81
Zfp319	1443	2215	0	0	36	699	63	0
Stau2	609	742	0	0	0	188	0	0
Prcd	0	0	0	0	0	0	0	0
1700095B10Rik	0	0	0	0	0	0	0	0
Fez2	971	1358	0	18	48	0	0	0
Sema6c	32	44	0	0	0	0	0	0
Hook2	668	787	0	0	0	227	0	0
Mylpf	7	19	0	0	0	0	0	0
Tctn1	3464	4378	0	62	0	931	58	0
Hspa8	12116	14043	139	399	38	1743	29	54
Zfp936	0	0	0	0	0	0	0	0
Slc44a5	0	0	0	0	0	0	0	0
Vmn1r196	0	0	0	0	0	0	0	0
Olfr1013	0	0	0	0	0	0	0	0
Churc1	338	372	0	4	0	27	0	0
Tle2	257	323	1	0	1	61	0	0
Spag16	0	0	0	0	0	0	0	0
Tstd1	30	33	0	0	0	0	0	0
Mptx1	0	0	0	0	0	0	0	0
Rb1	2399	2635	0	0	0	277	0	3
Zg16	4	0	0	0	0	0	0	0
Gm29681	0	0	0	0	0	0	0	0
4933404K13Rik	0	0	0	0	0	0	0	0
Usp11	109	115	0	0	0	25	0	0
Mirt2	0	0	0	0	0	0	0	0
Ggt7	8	9	0	0	0	0	0	0
Macrod2	38	49	0	0	0	0	0	0
Pet2	0	0	0	0	0	0	0	0
Tpsg1	0	0	0	0	0	0	0	0
4930502A04Rik	0	0	0	0	0	0	0	0
Gm5901	23	49	0	0	0	0	0	0
Il4	0	0	0	0	0	0	0	0
Ufc1	1485	1794	250	85	49	267	32	1
Setd1a	3599	4067	89	105	54	1018	153	0
Pkd1l3	308	283	0	46	0	109	0	0
4930526I15Rik	217	276	0	0	0	168	0	0
Ankrd33	0	0	0	0	0	0	0	0
4933430I17Rik	30	10	0	0	0	0	0	0
Plcd3	76	83	72	0	0	0	0	0
Eif3j1	225	270	0	41	0	87	0	0
Cnot1	7028	8482	0	105	21	1500	151	18
Olfr506	0	0	0	0	0	0	0	0
Dync1i1	0	0	0	0	0	0	0	0
Fshb	0	0	0	0	0	0	0	0
Kcnc2	0	0	0	0	0	0	0	0
Tomm34	1967	2398	0	75	0	360	86	0
Tymp	863	1127	0	70	0	496	0	0
A630001G21Rik	748	905	0	22	0	285	0	0
Gm10445	0	0	0	0	0	0	0	0
Efhc2	0	0	0	0	0	0	0	0
Fam19a2	0	0	0	0	0	0	0	0
Sohlh1	0	0	0	0	0	0	0	0
Emc2	1033	1272	96	5	0	382	0	0
Gm3219	153	194	0	0	0	73	0	0
4930578G10Rik	0	0	0	0	0	0	0	0
Spry1	8	12	0	0	0	0	0	0
Scrn2	31	85	0	0	0	0	0	0
Paqr8	200	222	0	0	0	24	0	0
Mnd1	10	13	0	0	0	0	0	0
Syt8	27	32	0	0	0	0	0	0
Gm5907	0	0	0	0	0	0	0	0
LOC102632463	0	0	0	0	0	0	0	0
1700006A11Rik	0	0	0	0	0	0	0	0
Tmem45a2	0	1	0	0	0	0	0	0
Ptp4a2	13182	14762	98	417	11	2839	160	37
Orc6	327	501	0	0	0	0	0	0
Synj2bp	2392	2391	16	5	0	702	120	0
Crybb3	0	0	0	0	0	0	0	0
Nop56	632	974	0	0	0	180	0	0
Etnppl	0	0	0	0	0	0	46	0
Vegfc	51	77	0	0	0	0	0	0
Rbfox1	0	0	0	0	0	0	0	0
Trafd1	6401	7409	232	96	0	2192	82	28
Scnn1b	0	0	0	0	0	0	0	0
BB283400	0	0	0	0	0	0	0	0
