	BMDM_veh_rep1	BMDM_veh_rep2	BMDM_DMHCA_rep1	BMDM_DMHCA_rep2	BMDM_DMHCA_rep3	BMDM_GW_rep1	BMDM_GW_rep2	BMDM_GW_rep3
Ifnar1	45.612	43.477	59.112	89.886	60.875	29.445	25.109	22.278
Olfr62	0	0	0	0	0	0	0	0
Lipo4	0	0	0	0	0	0	0	0
Smim19	13.818	15.432	0	0	0	12.384	0	6.712
Msx2	0	0	0	0	0	0	0	0
Mboat1	6.752	7.102	0.507	0.659	0	16.266	0	3.401
Fbxw28	0	0	0	0	0	0	0	0
Gkn1	0	0	0	0	0	0	0	0
Scrg1	0	0	0	0	0	0	0	0
Ryk	0.301	0.192	56.288	0	0	0	0	0
Olfr346	0	0	0	0	0	0	0	0
Mosmo	7.211	7.445	0.3	9.375	25.171	6.161	0	2.015
Uhrf2	50.692	45.08	15.674	24.692	18.866	37.649	98.975	5.538
Sumo2	1.345	1.183	0	0	0	0	0	0
Mrpl22	13.902	14.151	0	0	0	27.597	0	0
Txlng	3.164	2.647	0	0	0	2.118	0	0
Eng	29.637	31.248	42.87	32.944	91.82	33.008	0	0
Rsad1	1.988	2.099	0	0	0	0.804	0	0
4930404H11Rik	0	0	0	0	0	0	0	0
4732491K20Rik	0.28	0.382	0	0	0	0	0	0
Fam107a	0	0	0	0	0	0	0	0
Top1mt	2.547	3.111	0	1.002	0	0	0	0
Smagp	30.917	36.219	120.889	0	282.863	16.471	2.588	0
Zfp572	0	0	0	0	0	0	0	0
Lancl2	17.412	17.28	0	0	0	16.622	0	0
Fbrsl1	9.35	10.118	17.604	18.891	0	13.918	0	0
Ankrd10	15.217	17.766	76.039	47.16	0	22.685	0	0
4932438A13Rik	11.004	10.427	0	0	0	14.588	0	15.426
Sim1	0.006	0	0	0	0	0	0	0
Zfp667	1.858	1.872	0	0	0	2.681	0	0
Ube2k	15.447	13.441	0	28.693	0	11.548	0	0
Xlr5b	0	0	0	0	0	0	0	0
Igfbp3	0.073	0.03	0	0.776	0	0	0	0
Prpf31	21.29	26.888	30.654	27.805	69.043	29.719	0	0
4930447M23Rik	0.133	0.094	0	0	0	0	0	0
Orm2	0.174	0.096	0	0	0	0	0	0
4933434E20Rik	23.282	22.796	56.304	20.631	31.254	9.904	0	66.053
Cst11	0	0	0	0	0	0	0	0
Ces1g	0	0	0	0	0	0	0	0
Ash1l	15.533	13.464	15.241	21.179	0	13.715	0.279	0
St6gal1	51.924	55.465	40.348	11.762	0	73.584	0.698	4.334
Osbpl6	0.067	0.06	0	0	0	0	0	0
Trim12c	25.801	25.108	13.248	14.199	0	23.905	0	0
2310002F09Rik	0	0	0	0	0	0	0	0
Fstl5	0	0	0	0	0	0	0	0
Gm12128	0	0	0	0	0	0	0	0
E130018N17Rik	0	0	0	0	0	0	0	0
Fbxo17	0.318	0.562	0	0	0	0	0	0
Rasal2	1.376	1.416	0	0	0	3.985	0	0
Slc25a22	17.938	18.933	0	35.83	3.96	16.56	83.099	27.897
9330020H09Rik	1.506	1.456	0	0	0	0.292	0	0
Vmn1r123	0	0	0	0	0	0	0	0
Art4	0.131	0.046	0	0	0	0	0	0
Uty	14.786	11.276	1.669	8.687	0	6.634	0.601	0
Sdc2	0.404	0.899	0	0.572	0	2.317	0	2.948
Lce1f	0	0	0	0	0	0	0	0
Gm833	0	0	0	0	0	0	0	0
Zfp866	7.718	8.12	0	9.845	0	2.053	0	50.78
Olfr1300-ps1	0	0	0	0	0	0	0	0
Pou6f1	6.934	7.23	0	10.71	0	0.977	0	1.973
Zfp362	19.152	20.859	0	0	1.928	11.076	90.738	3.395
Rnaseh2a	14.807	15.596	31.407	50.164	0	12.442	0	0
Frmd4a	27.25	26.294	0	36.474	0	34.291	77.357	0
Vezf1	32.303	27.462	34.908	0	31.451	35.554	64.488	36.216
Ncstn	114.982	111.788	117.747	96.607	206.845	109.369	212.49	75.607
Slc7a7	7.887	8.858	0	5.318	93.446	23.818	0	0
1700066M21Rik	8.044	6.717	0	0	0	12.031	43.897	58.42
Wasf3	0	0	0	0	0	0	0	0
Foxa1	0	0	0	0	0	0	0	0
Trpc2	0.174	0.165	0	0	0	0	0	0
Ctsa	556.274	576.592	667.135	747.976	448.254	769.228	637.48	869.582
Adam12	0.023	0.019	0	0	0	0	0	0
Mannr	0	0	0	0	0	0	0	0
Gm38576	0	0	0	0	0	0	0	0
Sdf4	60.247	64.372	117.015	20.93	31.708	48.3	0.599	134.023
Zfp442	1.896	1.578	0	0	0	2.372	0	0
2010003K11Rik	0	0	0	0	0	0	0	0
Dnajc18	13.345	13.732	0.282	16.488	0	14.173	110.16	86.937
Olfr459	0	0	0	0	0	0	0	0
Zfp661	3.253	2.879	0	0	0	0	0	0
Prr15l	0	0	0	0	0	0	0	0
Id4	0	0.044	0	0	0	0	0	0
Ccl2	4.554	4.12	0	89.639	0	0	0	48.671
Alg2	12.554	12.2	36.166	21.056	0	10.695	0	0
Ern1	20.622	19.895	38.942	30.121	0	24.139	88.156	0
Zmpste24	40.283	39.633	54.796	30.957	1.619	27.959	21.12	0
Gm13199	5.217	4.241	0	0	0	20.337	0	0
Gm32865	0	0	0	0	0	0	0	0
Tas2r125	0	0	0	0	0	0	0	0
Hsd17b3	0	0	0	0	0	0	0	0
Defa-ps1	0	0	0	0	0	0	0	0
Engase	20.352	27.376	63.418	14.926	75.862	23.132	21.148	47.555
Olfr243	0	0	0	0	0	0	0	0
Anp32e	39.561	49.25	21.883	38.36	23.832	44.093	83.994	83.944
Cyyr1	0	0	0	0	0	0	0	0
Klf9	7.876	7.505	0	0	0	15.735	0	0
Mapk1ip1l	38.305	39.248	0.313	22.387	61.993	44.796	71.671	29.395
Ctsq	0	0	0	0	0	0	0	0
Col6a2	0.135	0.201	35.354	0	0	2.5	0	0
Pi16	0.179	0.164	0	0	0	0	0	0
Ppm1m	29.128	29.788	0	14.778	0	62.689	0	103.454
Gm1720	0	0	0	0	0	0	0	0
Opn1sw	0.056	0.015	0	0	0	0	0	0
6820431F20Rik	0.612	0.544	0	0	0	0.93	0	0
4933430N04Rik	0	0	0	0	0	0	0	0
Pcm1	15.632	12.68	0	13.592	0	14.132	43.274	5.842
Gas2l3	40.497	36.868	14.012	26.372	59.162	22.05	24.233	8.683
Pdcd10	16.674	14.128	0	0	0	13.229	0	0
Col4a3bp	44.395	37.118	20.923	62.594	21.751	40.789	16.448	67.494
Phc1	6.277	7.182	0	0	0	12.366	0	0
4930563F08Rik	0	0	0	0	0	0	0	0
Gadl1	0	0	0	0	0	0	0	0
Vps52	27.686	31.441	0	35.349	63.09	30.417	31.194	0
Lix1l	17.094	20.118	42.378	4.533	139.403	37.811	0	70.146
Fbp1	0	0.15	0	0	0	0	0	0
Prrt3	0.141	0.184	0	0	0	0	0	0
4933406J09Rik	0	0	0	0	0	0	0	0
A930016O22Rik	0.07	0.029	0	0	0	0	0	0
A230020J21Rik	10.507	13.226	0	0	0	28.304	1.906	118.354
Gm5434	0.982	1.012	0	0	0	0	0	0
Nomo1	20.454	21.191	47.411	18.332	0	10.125	0	0
Olfr926	0	0	0	0	0	0	0	0
Olfr702	0	0	0	0	0	0	0	0
Wfdc6b	0	0	0	0	0	0	0	0
Clspn	9.86	12.281	0	7.628	0	7.965	37.38	0
Vmn2r118	0	0	0	0	0	0	0	0
Ehbp1l1	50.472	53.196	74.583	50.9	39.87	56.035	78.651	56.479
Igf2bp1	0	0	0	2.711	0	0	0	0
Epp13	0	0	0	0	0	0	0	0
Vim	1513.33	1661.249	1451.869	1839.752	1760.706	1482.423	1592.572	1598.566
Vmn2r21	0	0	0	0	0	0	0	0
Crb2	0.182	0.156	0	0	0	0	0	0
Fahd2a	4.939	4.825	0	0	0	4.107	0	0
Rabep1	47.136	41.167	0.53	25.884	29.313	25.635	94.016	42.724
Dsel	3.074	3.076	0	0	0	1.706	29.43	0
Kcnd3os	0	0	0	0	0	0	0	0
Fbl	5.076	7.507	0	0	0	0	0	0
Gkn2	0	0	0	0	0	0	0	0
Olfr397	0	0	0	0	0	0	0	0
Olfr251	0	0	0	0	0	0	0	0
1810032O08Rik	1.407	0.994	0	0	0	0	0	0
Vmn2r112	0	0	0	0	0	0	0	0
Vwa3a	0	0	0	0	0	0	0	0
Klk13	0	0	0	0	0	0	0	0
Ppme1	21.57	23.739	0	37.065	0	33.369	0	170.407
Fam222b	10.173	10.031	0	0	0	6.996	0	0
Naa50	98.877	92.545	19.277	74.008	0	73.205	72.233	71.173
Sys1	19.578	26.371	95.16	0	0	26.085	139.104	158.182
H2-Q7	1.835	1.585	0	1.237	0	0	0	0
Supv3l1	9.588	8.616	0	33.02	0	2.328	0	0
Tgm1	0.146	0.174	0	0	0	0	0	0
Gm38425	0.106	0.044	0	0	0	0	0	0
Pwp1	15.315	15.731	0	36.138	0	19.885	89.431	0
Fosl2	11.553	12.266	0	24.195	17.008	8.897	0	1.664
Prdm9	2.4	2.265	0	0	0	5.215	0	0
Cux2	0	0	0	0	0	0	0	0
Gm16863	0	0	0	0	0	0	0	0
Platr21	0	0	0	0	0	0	0	0
Itpripl2	66.286	66.732	66.235	27.264	1.613	68.964	73.652	2.841
Vmn1r126	0	0	0	0	0	0	0	0
Gm3415	0	0	0	0	0	0	0	0
Epb41l2	49.489	52.031	60.841	61.008	0	43.004	0	98.201
Slc38a9	8.301	8.236	0	0	0	4.903	0	14.243
Pou3f3	0	0	0	0	0	0	0	0
Dusp2	3.008	3.549	0	51.575	0	3.098	0	0
Aadac	0	0	0	0	0	0	0	0
Slc25a5	227.3	234.116	40.549	219.88	51.52	163.39	228.886	158.786
Bmp4	0	0	0	0	0	0	0	0
Ly6e	744.62	773.451	1028.115	774.073	865.993	978.885	1323.065	775.431
Fzd4	0.23	0.279	0	0	0	0	0	0
Etfdh	26.935	26.574	0	0	0	21.234	0	0
Slc4a1ap	17.859	17.19	0	0.757	113.076	15.542	0	0
Emsy	13.217	11.382	0	0	0	25.232	0	0
Tmem41b	6.457	6.755	0	0	0	6.549	28.691	0
Ripor1	20.744	23.686	99.288	37.707	75.422	26.904	74.857	0
4930564C03Rik	0	0	0	0	0	0	0	0
Gas2l2	0	0	0	0	0	0	0	0
Gm16381	0	0	0	0	0	0	0	0
Aldh9a1	74.854	77.935	13.386	36.182	1.962	73.621	0	3.456
H2-T9	63.162	61.759	122.253	1.161	112.246	82.477	106.101	0
Zfp53	9.225	8.929	0	7.381	0	5.42	0	0
Prpf8	70.603	75.553	55.834	39.126	0	79.114	154.886	52.421
Jpt2	39.694	46.465	221.775	50.164	2.129	23.894	1.208	105.002
Pcdhga11	6.54	7.362	69.709	19.268	0	5.553	56.012	0
Nacc2	11.216	12.578	0	19.305	0.87	12.875	19.734	0
Mab21l2	0	0	0	0	0	0	0	0
Ear3	0	0.156	0	0	0	0	0	0
Traip	4.017	5.008	0	0	24.779	7.331	0	0
Pfn3	0	0	0	0	0	0	0	0
Il17rc	0.178	0.179	0	0	0	0	0	0
Cyp4a31	0	0	0	0	0	0	0	0
Hmcn1	0.01	0.004	0	0	0	0	0	0
Spats2l	0	0	0	5.308	0	0	0	0
Olfr1077-ps1	0	0	0	0	0	0	0	0
2810433D01Rik	0	0	0	0	0	0	0	0
Bcl7c	2.857	4.03	24.914	0.297	0	2.149	0	0
Cbln4	0	0	0	0	0	0	0	0
Nfyc	11.815	12.502	0	0	0	14.889	66.346	0
Vmn2r91	0	0	0	0	0	0	0	0
Sipa1	56.915	61.27	6.037	34.372	146.693	111.411	267.536	0
1700102H20Rik	0.159	0.262	0	0	0	0	0	0
Gm3002	0	0	0	0	0	0	0	0
Atp6v0c-ps2	184.091	191.452	2.604	301.643	148.899	64.356	225.195	8.741
Pgr	0	0	0	0	0	0	0	0
Grik3	0.01	0.05	0	0	0	0	0	0
Comt	60.439	62.821	116.74	39.292	0	117.558	184.2	256.722
Klf13	49.776	50.195	0.681	45.523	0	40.476	41.246	74.715
Ehd2	0.277	0.048	0	0	0	1.255	0	0
Amy2a4	0	0	0	0	0	0	0	0
4930512M02Rik	0	0	0	0	0	0	0	0
Olfr1241	0	0	0	0	0	0	0	0
Gm5925	0	0	0	0	0	0	0	0
1700021F05Rik	12.794	11.225	0	0	0	4.715	0	0
Cd96	0	0	0	0	0	0	0	0
Ifi27	40.183	45.594	0	47.057	0	9.09	0	0
Cfap53	0.024	0.039	0	0	0	0	0	0
Chmp4c	0.1	0.206	0	0	0	0	0	0
Rbks	8.766	8.563	0	0	0	6.725	0	0
Olfr1	0	0	0	0	0	0	0	0
Nipal3	25.038	22.598	0	13.724	0	13.498	106.594	26.786
Cklf	17.829	20.652	0	0	0	9.44	0	0
Tctex1d4	0.456	0.676	0	0	0	0	0	0
Gpr26	0	0	0	0	0	0	0	0
Gm6268	0	0	0	0	0	0	0	0
Defb45	0	0	0	0	0	0	0	0
Arid4a	21.099	19.451	0	28.898	34.624	24.363	0	13.551
BC004004	29.16	29.844	100.147	8.104	0	41.414	85.253	118.434
Ctf1	0	0.106	0	0	0	0	0	0
Olfr1279	0	0	0	0	0	0	0	0
Prdx2	132.059	135.007	265.015	87.915	0	102.73	208.944	0
9430037G07Rik	0.309	0.231	0	0	0	0	0	0
Uchl5	18.589	19.334	72.672	37.009	0	0	0	0
Ccdc6	26.627	27.677	0	0	0	19.283	0	54.934
Nxpe4	4.938	3.41	0	0	0	6.634	0	0
Oas1d	0	0	0	0	0	0	0	0
Gm14625	0	0	0	0	0	0	0	0
Fam234b	4.222	4.232	0	0	0	5.042	60.618	0
Bbc3	19.24	23.195	71.488	0	0	29.664	0	0
Gm12915	0.179	0.565	0	0	0	0	0	0
Cdk12	17.177	15.123	36.994	12.839	0	18.231	54.136	15.283
Svs3a	0	0	0	0	0	0	0	0
Gm10433	0	0.037	0	0	0	0	0	0
Copg1	40.738	42.448	56.808	33.174	0	38.25	0	119.783
Mei1	0	0	0	0	0	0	0	0
Ptk6	0	0	0	0	0	0	0	0
Vmn2r60	0	0	0	0	0	0	0	0
4930542M03Rik	0	0	0	0	0	0	0	0
Pcdha10	0.034	0.028	0	0	0	0	0	0
Kdelc1	10.391	10.405	0	21.249	0	6.553	0	0
Pten	41.97	39.109	15.579	10.598	86.375	40.643	16.84	1.188
Sox4	5.131	5.274	0	1.978	0	0	0	0
Pmepa1	0.167	0.195	0	0	0	0.625	0	0
Sox1ot	0	0	0	0	0	0	0	0
Pcbp1	234.761	247.188	280.678	116.226	171.826	202.382	80.903	559.55
Dok4	5.473	6.661	0	10.202	40.551	5.779	0	0
Kcnk16	0	0	0	0	0	0	0	0
Fitm2	2.714	3.423	0	0	0	5.688	0	0
4930474N09Rik	0	0	0	0	0	0	0	0
Kcnk4	0.025	0.105	0	0	0	0	0	0
Ttc22	0	0	0	0	0	0	0	0
Slc32a1	0	0	0	0	0	0	0	0
Ptp4a1	5.905	5.152	0	0	36.258	3.03	0	2.365
1700054M17Rik	0	0.083	0	0	0	0	0	0
Dnase2b	0	0	0	0	0	0	0	0
Exosc10	29.176	29.158	0	15.678	1.996	48.469	0	0
Spaca5	0	0.067	0	0	0	0	0	0
Cd200r4	64.942	57.501	0	139.591	0	49.297	0	28.802
Gm20736	0	0	0	0	0	0	0	0
Gm10334	0	0	0	0	0	0	0	0
Ptgs2os	0	0	0	0	0	0	0	0
Filip1	0	0	0	0	0	0	0	0
4930434J06Rik	0	0	0	0	0	0	0	0
Cacna1d	1.923	1.927	0	0	0	2.648	16.182	0
Fktn	5.109	4.211	0	9.532	0	0.79	0	0
Vmn2r11	0	0	0	0	0	0	0	0
Slc25a2	0	0	0	0	0	0	0	0
Rnf5	40.661	48.583	103.61	50.133	0	39.452	0	0
Tnni3k	0.015	0	0	6.894	0	0	0	0
1600014C23Rik	0.087	0.285	0	0	0	0	0	0
Golph3l	58.395	55.047	0.512	49.338	0	57.396	0	17.196
Mospd3	51.522	63.231	337.18	86.608	0	110.527	0	0
Htra4	0.451	0.304	0	0	0	0	0	0
Ranbp2	40.935	36.377	19.983	20.005	3.516	35.924	24.259	26.83
Vdac2	146.186	146.777	80.073	122.531	160.991	121.89	83.698	64.976
Nfya	72.593	72.363	1.57	95.522	65.828	72.645	165.46	0
Mybpc1	0.034	0	0	0	0	0	0	0
Gm19757	0.03	0	0	0	0	0	0	0
Pard6a	5.862	8.542	0	0	0	6.137	0	0
Adam29	0	0	0	0	0	0	0	0
Map4k4	28.289	27.735	10.729	43.593	0.997	34.15	0	0
Zbtb21	9.266	8.542	0	18.876	0	5.794	15.678	0
Igsf8	47.425	54.096	0	30.784	0	60.408	1.382	0
Trim2	2.083	1.978	0	0	0	0	0	17.657
Lnp1	0	0	0	0	0	0	0	0
BC048671	0	0	0	0	0	0	0	0
Dennd5a	86.889	84.019	38.579	68.988	40.411	69.061	77.671	96.871
Olfr1086	0	0	0	0	0	0	0	0
AF529169	0	0.017	0	0	0	0	0	0
Lgi4	0.505	0.342	0	0	0	0	0	0
Ttc29	0	0	0	0	0	0	0	0
Dnajc28	5.607	5.473	0	0	0	4.621	0	0
Clasp2	25.331	25.519	20.426	24.194	0	18.37	0	1.541
Raver1	46.238	49.645	71.98	27.552	116.201	99.971	0	65.374
Rbx1	21.623	24.789	2.643	2.293	315.658	18.286	0	0
Mfsd4a	8.212	7.836	18.635	7.846	22.98	10.559	0	0
Rplp1	1578.847	1763.826	1972.409	1811.964	1852.662	1073.731	2230.278	2526.075
Ism1	0.03	0	0	0	0	0	0	0
Tipin	11.868	11.688	0	44.988	0	8.829	0	0
Cntnap5c	0	0	0	0	0	0	0	0
Tmem247	0	0	0	0	0	0	0	0
4930453N24Rik	27.075	22.236	0	0	0	25.363	2.367	0
Ptma	158.251	173.464	153.553	79.935	72.658	71.648	141.938	0
Snx15	32.312	33.606	275.011	64.176	79.523	68.075	71.752	0
Snap47	24.723	27.905	40.834	59.047	0	31.997	0	5.076
Rnf126	28.474	31.784	0	114.902	0	55.428	0	17.96
Tmem121	0.111	0	0	0	0	0	0	0
4930428D20Rik	0	0	0	0	0	0	0	0
Tmem52b	0.031	0	0	0	0	0	0	0
Tuba8	0	0.05	0	0	0	0	0	0
Nat8f7	0	0	0	0	0	0	0	0
Dmgdh	0	0	0	0	0	0	0	0
Tas2r130	0	0	0	0	0	0	0	0
Psma2	91.35	94.697	93.069	32.299	0	79.509	0	0
Hnrnpa0	57.109	77.471	103.123	93.239	2.069	69.645	41.067	134.811
Mrpl46	22.135	17.565	102.184	0	167.699	0	0	0
Snx8	98.604	107.709	36.976	67.229	317.122	125.958	50.548	87.608
Kif18a	6.11	6.384	0	0	0	13.621	0	2.91
Hypm	0	0	0	0	0	0	0	0
Olfr1353	0	0	0	0	0	0	0	0
Gm28043	20.744	21.035	16.412	6.161	30.077	13.355	56.291	12.713
Tulp4	11.351	11.157	0.3	2.538	0	4.472	0	11.076
H2afb2	0	0	0	0	0	0	0	0
Zfp174	1.072	1.161	0	0	0	0	0	0
Il17f	0	0.031	0	0	0	0	0	0
Naca	44.304	44.704	57.17	68.202	131.656	30.594	0	0
Klf1	0.116	0.12	0	0	0	0	0	0
Zmat3	15.72	16.034	16.808	16.528	0	12.764	0	0
Plcl1	1.026	0.924	0	5.772	0	0	0	0
Sprr2d	0	0	0	0	0	0	0	0
Spaca7	0	0	0	0	0	0	0	0
Hoxc11	0	0	0	0	0	0	0	0
Acad12	4.953	4.891	0	0	0	8.74	0	0
Rps6kb1	10.021	9.639	0	0	0	9.074	0	0
Tnfrsf1b	243.42	212.154	295.943	185.827	125.338	190.507	236.952	121.308
Ing5	8.921	9.128	62.205	22.534	92.887	5.148	0	0
Gm16222	0	0	0	0	0	0	0	0
1700019P21Rik	0	0	0	0	0	0	0	0
Slc8a1	7.092	7.719	5.855	17.067	0	9.31	0	16.769
3110040N11Rik	7.537	8.931	0	0	0	0	0	0
Vmn2r71	0	0	0	0	0	0	0	0
Vgll1	0	0	0	0	0	0	0	0
Afap1l1	0.421	0.748	0	0	0	0	0	0
Snrnp40	19.477	24.316	0	0	0	12.149	0	0
Zfp654	6.975	5.778	0	6.875	0	10.799	0.993	16.961
Gltp	304.168	320.424	283.314	574.861	417.471	481.823	618.339	577.252
Gm5859	0	0	0	0	0	0	0	0
Cldn34b3	0	0	0	0	0	0	0	0
Tmem88b	0	0	0	0	0	0	0	0
Tmem181b-ps	4.061	3.706	18.226	0	0	1.877	33.39	0
F3	0.191	0.157	0	0	0	0	0	0
Dreh	0	0	0	0	0	0	0	0
Olfr968	0	0	0	0	0	0	0	0
Rbm5	51.79	44.703	46.213	47.335	0	48.529	95.279	25.853
Slc30a1	12.599	11.761	3.889	10.124	0	9.366	12.012	0
Olfr934	0	0	0	0	0	0	0	0
Gstk1	12.669	12.516	0	0	0	0	0	0
Gm5079	0	0	0	0	0	0	0	0
Slc1a7	0.03	0	0	0	0	0	0	0
Tbx15	0.075	0.072	0	0	0	0	0	0
Trim30d	20.736	16.673	33.701	26.719	0	20.922	46.896	0
Usp13	0	0.008	0	0	0	0	0	0
Aprt	94.722	115.139	0	35.194	0	109.701	0	11.346
Gm16157	0	0	0	0	0	0	0	0
Ccr5	35.55	32.706	0	0	0	19.088	0	70.046
Zmat2	29.216	32.889	0	6.721	0	9.328	0	0
Tbrg1	56.739	60.766	0.934	59.579	163.815	72.853	0	62.718
Smad4	36.37	32.241	39.711	43.163	86.496	31.176	0	0
Cabp5	0	0	0	0	0	0	0	0
Hsf1	19.738	21.297	0	8.092	177.754	25.597	120.976	0
Vmn1r236	0	0	0	0	0	0	0	0
Hnrnpa2b1	202.829	204.23	154.797	241.749	285.186	121.298	129.674	51.958
Ppm1j	1.224	1.761	0	0	0	0	0	0
Mfsd4b5	0.374	0.296	0	0	0	0	0	0
Pp2d1	0	0.015	0	0	0	0	0	0
Nanog	0	0	0	0	0	0	0	0
Peli2	20.785	19.626	0.249	31.055	33.161	16.019	69.318	23.361
Aldh1l2	0.119	0.067	0	0	0	0	0	0
C1qtnf6	1.965	2.482	0	0	0	2.474	0	0
Rbm31y	0	0	0	0	0	0	0	0
Pth2r	0.019	0	0	0	0	0	0	0
Mfsd8	5.136	4.829	0	33.655	0	6.302	0	0
Fam205a3	0	0	0	0	0	0	0	0
Ssxa1	0	0	0	0	0	0	0	0
Gm16630	0	0	0	0	0	0	0	0
9030616G12Rik	0	0	0	0	0	0	0	0
Calr3	0.456	0.243	0	0	3.336	0	0	0
Selenoo	24.701	22.729	64.875	65.667	36.634	12.33	0	0
Osbpl1a	10	9.196	0	0	0	4.281	0	0
E230013L22Rik	2.735	2.374	0	0	0	5.478	0	0
Aldoart2	2.16	2.497	0	1.119	0	2.07	0	0
Cnot6	30.842	28.185	28.468	26.133	0	13.175	0	51.189
Gabrr2	0	0.041	0	0	0	0	0	0
Ywhaz	102.917	102.066	153.353	130.723	116.907	137.21	22.378	43.752
Adgrg7	0.133	0.096	0	0	0	0	0	0
Tti2	5.888	5.765	0	2.253	0	4.136	0	27.116
Bax	117.185	139.916	0	188.731	0	200.135	0	0
Naa30	10.262	10.383	0	7.691	42.551	4.819	0	39.673
Clptm1l	89.652	90.336	347.119	82.501	145.449	83.915	57.212	0
Gm20823	0	0	0	0	0	0	0	0
A730013G03Rik	0	0	0	0	0	0	0	0
Matr3	61.333	55.91	28.027	8.483	80.744	23.133	77.498	26.253
Zfp110	16.313	14.645	0	8.667	0	4.178	55.049	52.598
Disp1	7.146	7.425	16.781	14.309	0	6.768	58.17	0
Cdc42bpg	4.154	4.034	0	0	0	2.684	0	0
Gm38438	0	0	0	0	0	0	0	0
Txn2	86.883	88.076	61.395	189.394	247.019	86.309	0	0
D330041H03Rik	21.16	20.693	9.823	0	0	33.681	0	65.943
Siglecf	2.956	2.378	0	0	0	0	0	0
Marcks	143.587	143.803	94.778	103.466	92.632	161.633	189.13	414.841
Brd4	46.731	46.122	109.025	75.248	132.609	45.457	31.779	29.604
Gm7337	0	0	0	0	0	0	0	0
Cdadc1	14.524	13.875	7.792	0	0	32.613	0	0
Sall2	0.149	0.293	0	0	0	0	0	0
Fhdc1	0.253	0.172	0	0	0	0	0	0
Rbm33	18.137	17.168	12.712	6.378	25.686	20.126	24.5	41.124
4930500G05Rik	0	0.03	0	0	0	0	0	0
Olfr677	0	0	0	0	0	0	0	0
Rsbn1l	20.293	17.436	5.5	8.861	0	11.502	0	10.548
Cldn34c1	0.255	0.166	0	0	26.743	1.408	0	0
Sh3bp2	130.201	118.646	50.791	110.377	144.288	179.567	147.092	32.166
Rcc2	61.81	72.24	0.387	49.353	262.544	64.963	0	36.367
Chn1os3	0.033	0.041	0	0	0	0	0	0
Cdh2	0.101	0.061	0	0	0	0	0	0
Olfr1182	0	0	0	0	0	0	0	0
Nfe2	1.262	0.975	0	0	0	0	0	0
Olfr116	0	0.152	0	0	0	0	0	0
Gm4759	0	0	0	0	0	0	0	0
Obox6	0	0	0	0	0	0	0	0
4833412C05Rik	0	0	0	0	0	0	0	0
Vmn2r-ps60	0	0	0	0	0	0	0	0
Lep	0	0	0	0	0	0	0	0
Micalcl	0.597	0.63	0	0	0	0	0	0
Narfl	23.398	25.463	0	0	0	45.65	0	0
Rn45s	3899.441	319.925	1137.696	653.161	1193.737	143.394	281.467	130.354
Lyrm7os	0	0	0	0	0	0	0	0
Trim17	0.28	0.328	0	0	0	0	0	0
Olfr1057	0	0	0	0	0	0	0	0
Gm11681	0	0	0	0	0	0	0	0
Znrf4	0	0	0	0	0	0	0	0
Dopey1	8.351	7.384	0	7.697	0	8.56	29.718	0
Cdk5rap1	4.303	4.654	0	26.109	0	0	0	0
Gm16833	0	0	0	0	0	0	0	0
Grsf1	51.596	52.62	57.206	79.275	74.703	31.706	89.316	24.891
Alox5	11.569	10.972	0	0	94.499	23.75	0	0
1700039M10Rik	0.336	0	0	0	0	0	0	0
Pom121l12	0	0	0	0	0	0	0	0
Uqcrc2	75.909	76.941	234.198	93.159	130.493	68.255	0	0
Gm1673	6.238	7.172	0	0	0	10.137	0	0
Klhl35	0.137	0.283	0	0	0	0	0	0
Il18	5.457	7.488	0	0	0	9.048	0	0
1700064M15Rik	0	0.114	0	0	0	0	0	0
Coro2b	0.173	0.163	0	0	0	0	0	0
Olfr835	0	0	0	0	0	0	0	0
Ric8a	44.652	45.21	0	41.563	104.876	57.75	1.062	0
Taf4b	1.578	1.301	0	0	0	0	0	0
Lin7b	0.628	0.725	0	0	0	0	0	0
Mrps22	13.685	12.559	0	0	0	16.29	0	0
Marf1	30.145	28.869	46.169	19.051	0	28.064	30.023	37.796
Hscb	34.427	32.48	218.875	9.495	0	36.812	0	0
Pold1	11.79	17.213	64.556	0	0	9.168	0	2.87
Olfr807	0	0.079	0	0	0	0	0	0
Ppp2cb	36.11	41.389	56.422	44.471	0	50.849	30.923	10.669
Trat1	0	0	0	0	0	0	0	0
Ttf1	8.846	8.772	0	0	0	5.471	0	44.741
Olfr723	0	0	0	0	0	0	0	0
Prrxl1	0	0	0	0	0	0	0	0
Gm9899	0	0	0	0	0	0	0	0
Mpzl1	6.461	7.747	0	46.674	0	3.9	0	0
Usp7	41.542	38.079	83.979	0.35	46.169	24.26	27.93	25.297
Bcorl1	6.227	5.794	0.238	0	0	6.651	0	0
Sp3	59.796	53.833	56.793	14.057	0	26.17	20.337	56.135
Rhobtb1	1.331	1.92	0	6.423	1.254	0	0	0
Vmn1r79	0	0	0	0	0	0	0	0
Zbtb37	2.116	1.837	0	0	0	1.425	0	0
Runx1	46.007	42.74	73.685	14.345	39.679	70.43	62.217	28.775
Casp4	34.763	22.434	0	17.153	0	11.045	0	0
9430021M05Rik	0	0	0	0	0	0	0	0
Rep15	0.273	0.187	0	0	0	0	0	0
Disc1	2.498	2.954	0	0	0	11.993	0	0
Alas1	42.601	41.882	0	49.89	0	30.029	0	101.488
